Teams,Year,bat_avg_age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
SFN,2006,34.1,161,6136,5472,746,1418,297,52,163,711,58,25,494,891,0.259,0.324,0.422,0.746,90,2308,136,53,80,37,76
SFN,2007,33.2,162,6213,5538,683,1407,267,37,131,641,119,33,532,907,0.254,0.322,0.387,0.708,82,2141,142,39,67,36,74
SFN,2008,29.8,162,6145,5543,640,1452,311,37,94,606,108,46,452,1044,0.262,0.321,0.382,0.703,83,2119,139,48,57,44,45
SFN,2009,29.1,162,6057,5493,657,1411,275,43,122,612,78,28,392,1158,0.257,0.309,0.389,0.699,82,2138,115,50,67,55,41
SFN,2010,29.8,162,6143,5488,697,1411,284,30,162,660,55,32,487,1099,0.257,0.321,0.408,0.729,98,2241,158,50,76,41,53
SFN,2011,30.3,162,6091,5486,570,1327,282,24,121,534,85,51,448,1122,0.242,0.303,0.368,0.671,91,2020,117,52,62,43,47
SFN,2012,27.7,162,6200,5558,718,1495,287,57,103,675,118,39,483,1097,0.269,0.327,0.397,0.724,106,2205,114,29,69,61,44
SFN,2013,28.7,162,6168,5552,629,1446,280,35,107,596,67,26,469,1078,0.26,0.32,0.381,0.702,100,2117,131,39,66,42,40
SFN,2014,28.5,162,6087,5523,665,1407,257,42,132,636,56,27,427,1245,0.255,0.311,0.388,0.699,100,2144,113,43,45,49,37
SFN,2015,28.7,162,6153,5565,696,1486,288,39,136,663,93,36,457,1159,0.267,0.326,0.406,0.732,101,2260,142,49,45,37,30
SFN,2016,29.2,162,6271,5565,715,1437,280,54,130,675,79,36,572,1107,0.258,0.329,0.398,0.728,97,2215,120,42,42,46,43
SFN,2017,29.6,162,6137,5551,639,1382,290,28,128,612,76,34,467,1204,0.249,0.309,0.38,0.689,81,2112,136,36,31,52,37
SFN,2018,30,162,6113,5541,603,1324,255,30,133,573,77,34,448,1467,0.239,0.3,0.368,0.667,85,2038,113,49,33,42,40
SFN,2019,30.1,162,6170,5579,678,1332,300,26,167,655,47,28,475,1435,0.239,0.302,0.392,0.694,83,2185,111,50,24,42,26
SFN,2020,29.9,60,2259,2019,299,532,107,14,81,290,19,8,195,499,0.263,0.335,0.451,0.785,115,910,51,27,4,13,8
SFN,2021,30.9,162,6196,5462,804,1360,271,25,241,768,66,14,602,1461,0.249,0.329,0.44,0.769,107,2404,117,64,36,30,45
SFN,2022,30.1,162,6117,5392,716,1261,255,18,183,683,64,16,571,1462,0.234,0.315,0.39,0.705,98,2101,109,95,6,53,14
SLN,2000,29.6,162,6369,5478,887,1481,259,25,235,841,87,51,675,1253,0.27,0.356,0.455,0.812,103,2495,116,84,79,53,33
SLN,2001,28.7,162,6177,5450,814,1469,274,32,199,768,91,35,529,1089,0.27,0.339,0.441,0.78,100,2404,125,65,83,50,51
SLN,2002,28.9,162,6246,5505,787,1475,285,26,175,758,86,42,542,927,0.268,0.338,0.425,0.763,102,2337,123,67,83,49,77
SLN,2003,29.8,162,6466,5672,876,1580,342,32,196,827,82,32,580,952,0.279,0.35,0.454,0.804,111,2574,136,73,87,54,68
SLN,2004,30.7,162,6297,5555,855,1544,319,24,214,817,111,47,548,1085,0.278,0.344,0.46,0.804,107,2553,121,51,73,70,64
SLN,2005,30.9,162,6246,5538,805,1494,287,26,170,757,83,36,534,947,0.27,0.339,0.423,0.762,98,2343,127,62,77,35,60
SLN,2006,29.7,161,6225,5522,781,1484,292,27,184,745,59,32,531,922,0.269,0.337,0.431,0.769,97,2382,129,61,71,40,70
SLN,2007,30.2,162,6211,5529,725,1513,279,13,141,690,56,33,506,909,0.274,0.337,0.405,0.743,92,2241,154,54,68,54,47
SLN,2008,28.7,162,6370,5636,779,1585,283,26,174,744,73,32,577,985,0.281,0.35,0.433,0.783,107,2442,150,42,71,44,63
SLN,2009,28.5,162,6168,5465,730,1436,294,29,160,694,75,31,528,1041,0.263,0.332,0.415,0.747,98,2268,127,61,68,43,73
SLN,2010,28.7,162,6241,5542,736,1456,285,18,150,689,79,41,541,1027,0.263,0.332,0.402,0.733,100,2227,124,50,66,40,78
SLN,2011,29.4,162,6242,5532,762,1513,308,22,162,726,57,39,542,978,0.273,0.341,0.425,0.766,112,2351,169,44,84,40,64
SLN,2012,29.5,162,6326,5622,765,1526,290,37,159,732,91,37,533,1192,0.271,0.338,0.421,0.759,107,2367,135,53,69,49,45
SLN,2013,28.9,162,6202,5557,783,1494,322,20,125,745,45,22,481,1110,0.269,0.332,0.401,0.733,102,2231,154,64,56,44,38
SLN,2014,28.8,162,6086,5426,619,1371,275,21,105,585,57,32,471,1133,0.253,0.32,0.369,0.689,93,2003,140,86,64,39,28
SLN,2015,28.4,162,6139,5484,647,1386,288,39,137,619,69,38,506,1267,0.253,0.321,0.394,0.716,95,2163,128,66,39,42,47
SLN,2016,28.6,162,6223,5548,779,1415,299,32,225,745,35,26,526,1318,0.255,0.325,0.442,0.767,104,2453,117,70,37,41,28
SLN,2017,28.1,162,6219,5470,761,1402,284,28,196,728,81,31,593,1348,0.256,0.334,0.426,0.76,99,2330,139,65,47,44,36
SLN,2018,28.3,162,6200,5498,759,1369,248,9,205,725,63,32,525,1380,0.249,0.321,0.409,0.73,99,2250,92,80,46,48,40
SLN,2019,29.1,162,6167,5449,764,1336,246,24,210,714,116,29,561,1420,0.245,0.322,0.415,0.737,94,2260,110,76,40,39,15
SLN,2020,29,58,2011,1752,240,410,73,7,51,231,18,10,205,477,0.234,0.323,0.371,0.694,92,650,38,33,4,16,3
SLN,2021,28.5,162,6001,5351,706,1303,261,22,198,678,89,22,478,1341,0.244,0.313,0.412,0.725,99,2202,99,86,40,44,32
SLN,2022,28.9,162,6165,5496,772,1386,290,21,197,739,95,25,537,1226,0.252,0.325,0.42,0.745,114,2309,112,80,5,45,11
TBA,2000,30.3,161,6206,5505,733,1414,253,22,162,692,90,46,558,1022,0.257,0.329,0.399,0.728,85,2197,126,51,52,40,25
TBA,2001,28.1,162,6104,5524,672,1426,311,21,121,645,115,52,456,1116,0.258,0.32,0.388,0.707,88,2142,130,54,45,25,2
TBA,2002,27.1,161,6198,5604,673,1418,297,35,133,640,102,45,456,1115,0.253,0.314,0.39,0.704,89,2184,116,58,44,36,29
TBA,2003,26.3,162,6212,5654,715,1501,298,38,137,678,142,42,420,1030,0.265,0.32,0.404,0.724,94,2286,108,56,32,50,46
TBA,2004,28.2,161,6098,5483,714,1416,278,46,145,685,132,42,469,944,0.258,0.32,0.405,0.725,91,2221,97,55,35,56,33
TBA,2005,27.5,162,6120,5552,750,1519,289,40,157,717,151,49,412,990,0.274,0.329,0.425,0.754,101,2359,133,69,34,51,25
TBA,2006,27.3,162,6041,5474,689,1395,267,33,190,650,134,52,441,1106,0.255,0.314,0.42,0.733,89,2298,101,47,35,43,23
TBA,2007,26,162,6280,5593,782,1500,291,36,187,750,131,48,545,1324,0.268,0.336,0.433,0.769,103,2424,119,53,34,52,31
TBA,2008,27,162,6312,5541,774,1443,284,37,180,735,142,50,626,1224,0.26,0.34,0.422,0.762,101,2341,111,68,23,52,33
TBA,2009,27.9,162,6223,5462,803,1434,297,36,199,765,194,61,642,1229,0.263,0.343,0.439,0.782,106,2400,104,49,25,45,36
TBA,2010,27.6,162,6270,5439,802,1343,295,37,160,769,172,47,672,1292,0.247,0.333,0.403,0.736,105,2192,92,57,39,57,30
TBA,2011,28.3,162,6152,5436,707,1324,273,37,172,674,155,62,571,1193,0.244,0.322,0.402,0.724,104,2187,101,73,37,35,31
TBA,2012,29.8,162,6105,5398,697,1293,250,30,175,665,134,44,571,1323,0.24,0.317,0.394,0.711,99,2128,133,58,34,42,26
TBA,2013,29.5,163,6242,5538,700,1421,296,23,165,670,73,38,589,1171,0.257,0.329,0.408,0.737,106,2258,140,36,24,55,31
TBA,2014,29.3,162,6205,5516,612,1361,263,24,117,586,63,27,527,1124,0.247,0.317,0.367,0.684,96,2023,135,66,43,53,31
TBA,2015,28.6,162,6071,5485,644,1383,278,32,167,612,87,45,436,1310,0.252,0.314,0.406,0.72,100,2226,121,84,19,47,22
TBA,2016,27.8,162,6046,5481,672,1333,288,32,216,647,60,37,449,1482,0.243,0.307,0.426,0.733,100,2333,88,69,18,28,20
TBA,2017,28.4,162,6147,5478,694,1340,226,32,228,671,88,34,545,1538,0.245,0.317,0.422,0.739,99,2314,115,55,16,48,33
TBA,2018,27.1,162,6195,5475,716,1415,274,43,150,664,128,51,540,1388,0.258,0.333,0.406,0.74,105,2225,122,101,28,50,17
TBA,2019,27.3,162,6285,5628,769,1427,291,29,217,730,94,37,542,1493,0.254,0.325,0.431,0.757,102,2427,114,73,8,34,20
TBA,2020,27.2,60,2261,1975,289,470,105,12,80,274,48,9,243,608,0.238,0.328,0.425,0.753,111,839,38,28,0,14,9
TBA,2021,27.7,162,6213,5507,857,1336,288,36,222,810,88,42,585,1542,0.243,0.321,0.429,0.75,110,2362,75,72,6,41,27
TBA,2022,27.1,162,6008,5412,666,1294,296,17,139,634,95,37,500,1395,0.239,0.309,0.377,0.686,100,2041,93,57,7,31,13
TEX,2000,29.7,162,6364,5648,848,1601,330,35,173,806,69,47,580,922,0.283,0.352,0.446,0.798,100,2520,161,39,48,48,39
TEX,2001,30,162,6388,5685,890,1566,326,23,246,844,97,32,548,1093,0.275,0.344,0.471,0.815,109,2676,131,75,25,55,27
TEX,2002,29.1,162,6332,5618,843,1510,304,27,230,806,62,34,554,1055,0.269,0.338,0.455,0.794,104,2558,129,62,48,50,45
TEX,2003,28.5,162,6293,5664,826,1506,274,36,239,799,65,25,488,1052,0.266,0.33,0.454,0.784,96,2569,115,75,24,42,31
TEX,2004,27.7,162,6256,5615,860,1492,323,34,227,825,69,36,500,1099,0.266,0.329,0.457,0.786,96,2564,91,61,23,57,41
TEX,2005,28,162,6301,5716,865,1528,311,29,260,834,67,15,495,1112,0.267,0.329,0.468,0.798,105,2677,123,48,9,32,20
TEX,2006,28.4,162,6273,5659,835,1571,357,23,183,799,53,24,505,1061,0.278,0.338,0.446,0.784,101,2523,148,40,18,50,35
TEX,2007,29.5,162,6214,5555,816,1460,298,36,179,768,88,25,503,1224,0.263,0.328,0.426,0.754,97,2367,129,56,57,42,2
TEX,2008,27.8,162,6478,5728,901,1619,376,35,194,867,81,25,595,1207,0.283,0.354,0.462,0.816,114,2647,117,63,37,54,43
TEX,2009,27.9,162,6127,5526,784,1436,296,27,224,748,149,36,472,1253,0.26,0.32,0.445,0.764,95,2458,97,37,40,51,23
TEX,2010,28.4,162,6302,5635,787,1556,268,25,162,740,123,48,511,986,0.276,0.338,0.419,0.757,98,2360,129,45,53,54,37
TEX,2011,29.2,162,6261,5659,855,1599,310,32,210,807,143,45,475,930,0.283,0.34,0.46,0.8,110,2603,135,39,39,49,35
TEX,2012,29.9,162,6216,5590,808,1526,303,32,200,780,91,44,478,1103,0.273,0.334,0.446,0.78,105,2493,121,57,36,53,44
TEX,2013,29.7,163,6196,5585,730,1465,262,23,176,691,149,46,462,1067,0.262,0.323,0.412,0.735,100,2301,124,61,45,42,26
TEX,2014,28.5,162,6026,5460,637,1400,260,28,111,597,105,59,417,1162,0.256,0.314,0.375,0.689,92,2049,148,61,41,45,37
TEX,2015,28.8,162,6187,5511,751,1419,279,32,172,707,101,39,503,1233,0.257,0.325,0.413,0.739,98,2278,99,76,43,54,32
TEX,2016,28.6,162,6089,5525,765,1446,257,23,215,746,99,36,436,1220,0.262,0.322,0.433,0.755,96,2394,114,70,18,40,23
TEX,2017,28.5,162,6122,5430,799,1326,255,21,237,756,113,44,544,1493,0.244,0.32,0.43,0.75,91,2334,110,81,27,39,18
TEX,2018,27.6,162,6163,5453,737,1308,266,24,194,696,74,35,555,1484,0.24,0.318,0.404,0.722,89,2204,104,88,33,34,16
TEX,2019,28.9,162,6204,5540,810,1374,296,24,223,765,131,38,534,1578,0.248,0.319,0.431,0.75,88,2387,98,67,17,44,18
TEX,2020,27.5,60,2147,1936,224,420,80,9,62,204,49,14,167,548,0.217,0.285,0.364,0.648,78,704,33,24,2,18,3
TEX,2021,26.9,162,5943,5405,625,1254,225,24,167,598,106,29,433,1381,0.232,0.294,0.375,0.67,83,2028,113,58,16,31,10
TEX,2022,28.1,162,6029,5478,707,1308,224,20,198,670,128,41,456,1446,0.239,0.301,0.395,0.696,98,2166,82,47,10,38,12
TOR,2000,28.2,162,6326,5677,861,1562,328,21,244,826,89,34,526,1026,0.275,0.341,0.469,0.81,101,2664,130,60,29,34,32
TOR,2001,28.2,162,6284,5663,767,1489,287,36,195,728,156,55,470,1094,0.263,0.325,0.43,0.755,96,2433,111,74,34,43,47
TOR,2002,27.2,162,6230,5581,813,1457,305,38,187,771,71,18,522,1142,0.261,0.327,0.43,0.757,96,2399,130,53,17,57,30
TOR,2003,28.4,162,6364,5661,894,1580,357,33,190,853,37,25,546,1081,0.279,0.349,0.455,0.803,107,2573,146,90,11,56,40
TOR,2004,28,161,6178,5531,719,1438,290,34,145,680,58,31,513,1083,0.26,0.328,0.403,0.732,87,2231,139,71,20,42,25
TOR,2005,28,162,6233,5581,775,1480,307,39,136,735,72,35,486,955,0.265,0.331,0.407,0.738,94,2273,126,89,21,56,18
TOR,2006,28.6,162,6241,5596,809,1591,348,27,199,778,65,33,514,906,0.284,0.348,0.463,0.811,108,2590,166,63,16,52,31
TOR,2007,30.6,162,6197,5536,753,1434,344,24,165,719,57,22,533,1044,0.259,0.327,0.419,0.746,95,2321,127,47,33,48,32
TOR,2008,31.1,162,6191,5503,714,1453,303,32,126,681,80,27,521,938,0.264,0.331,0.399,0.731,96,2198,150,59,48,56,34
TOR,2009,30,162,6362,5696,798,1516,339,13,209,766,73,23,548,1028,0.266,0.333,0.44,0.773,102,2508,130,45,24,49,23
TOR,2010,29.3,162,6072,5495,755,1364,319,21,257,732,58,20,471,1164,0.248,0.312,0.454,0.766,105,2496,114,55,16,34,25
TOR,2011,28.3,162,6210,5559,743,1384,285,34,186,704,131,52,525,1184,0.249,0.317,0.413,0.73,96,2295,108,48,31,47,41
TOR,2012,27.8,162,6094,5487,716,1346,247,22,198,677,123,41,473,1251,0.245,0.309,0.407,0.716,94,2231,109,55,33,45,29
TOR,2013,29,162,6152,5537,712,1398,273,24,185,669,112,41,510,1123,0.252,0.318,0.411,0.729,99,2274,133,38,29,38,19
TOR,2014,29.4,162,6167,5549,723,1435,282,24,177,690,78,21,502,1151,0.259,0.323,0.414,0.736,108,2296,128,41,35,40,27
TOR,2015,29.7,162,6232,5509,891,1480,308,17,232,852,88,23,570,1151,0.269,0.34,0.457,0.797,115,2518,140,54,36,62,12
TOR,2016,30.2,162,6233,5479,759,1358,276,18,221,728,54,24,632,1362,0.248,0.33,0.426,0.755,101,2333,153,55,26,40,16
TOR,2017,31.1,162,6154,5499,693,1320,269,5,222,661,53,24,542,1327,0.24,0.312,0.412,0.724,91,2265,153,51,25,35,12
TOR,2018,29.1,162,6076,5477,709,1336,320,16,217,680,47,30,499,1387,0.244,0.312,0.427,0.739,102,2339,118,58,5,37,15
TOR,2019,26,162,6091,5493,726,1299,270,21,247,697,51,20,509,1514,0.236,0.305,0.428,0.733,94,2352,107,45,14,28,10
TOR,2020,25.9,60,2263,2023,302,516,104,4,88,288,33,6,203,508,0.255,0.325,0.441,0.766,108,892,39,12,8,14,4
TOR,2021,26.8,162,6070,5476,846,1455,285,13,262,816,81,20,496,1218,0.266,0.33,0.466,0.797,113,2552,112,51,10,35,14
TOR,2022,27.1,162,6259,5555,775,1464,307,12,200,756,67,35,500,1242,0.264,0.329,0.431,0.76,116,2395,136,55,8,33,13
WAS,2000,26.2,162,6153,5535,738,1475,310,35,178,705,58,48,476,1048,0.266,0.326,0.432,0.758,87,2389,111,29,78,34,53
WAS,2001,27.5,162,6026,5379,670,1361,320,28,131,622,101,51,478,1071,0.253,0.319,0.396,0.715,83,2130,151,60,64,45,59
WAS,2002,28.2,162,6250,5479,735,1432,300,36,162,695,118,64,575,1104,0.261,0.334,0.418,0.752,95,2290,123,46,108,42,85
WAS,2003,27.8,162,6116,5437,711,1404,294,25,144,682,100,39,522,990,0.258,0.326,0.401,0.727,85,2180,143,45,72,40,58
WAS,2004,27.7,162,6138,5474,635,1361,276,27,151,605,109,38,496,925,0.249,0.313,0.392,0.705,79,2144,115,35,100,33,51
WAS,2005,29.4,162,6142,5426,639,1367,311,32,117,615,45,45,491,1090,0.252,0.322,0.386,0.708,89,2093,130,89,91,45,55
WAS,2006,28.5,162,6283,5495,746,1437,322,22,164,695,123,62,594,1156,0.262,0.338,0.418,0.756,98,2295,118,69,76,49,66
WAS,2007,27.9,162,6201,5520,673,1415,309,31,123,646,69,23,524,1128,0.256,0.325,0.39,0.715,89,2155,143,53,63,41,38
WAS,2008,27.7,161,6192,5491,641,1376,269,26,117,608,81,43,534,1095,0.251,0.323,0.373,0.696,84,2048,153,67,64,36,21
WAS,2009,28.3,162,6273,5493,710,1416,271,38,156,685,73,40,617,1208,0.258,0.337,0.406,0.743,96,2231,133,56,64,42,39
WAS,2010,29.2,162,6100,5418,655,1355,250,31,149,634,110,41,503,1220,0.25,0.318,0.39,0.708,91,2114,125,60,71,47,36
WAS,2011,28.5,161,6090,5441,624,1319,257,22,154,594,106,38,470,1323,0.242,0.309,0.383,0.691,89,2082,103,65,82,32,40
WAS,2012,27.2,162,6221,5615,731,1468,301,25,194,688,105,35,479,1325,0.261,0.322,0.428,0.75,101,2401,110,41,50,36,43
WAS,2013,27.8,162,6047,5436,656,1365,259,27,161,621,88,28,464,1192,0.251,0.313,0.398,0.71,94,2161,115,40,68,39,35
WAS,2014,28.8,162,6216,5542,686,1403,265,27,152,635,101,23,517,1304,0.253,0.321,0.393,0.714,96,2178,115,56,60,41,29
WAS,2015,28.4,162,6117,5428,703,1363,265,13,177,665,57,23,539,1344,0.251,0.321,0.403,0.724,96,2185,129,44,55,51,38
WAS,2016,28.8,162,6201,5490,763,1403,268,29,203,735,121,39,536,1252,0.256,0.326,0.426,0.751,96,2338,102,64,48,63,49
WAS,2017,29.1,162,6214,5553,819,1477,311,31,215,796,108,30,542,1327,0.266,0.332,0.449,0.782,99,2495,116,31,43,45,56
WAS,2018,27.4,162,6288,5517,771,1402,284,25,191,737,119,33,631,1289,0.254,0.335,0.419,0.753,98,2309,104,59,41,40,56
WAS,2019,28.6,162,6267,5512,873,1460,298,27,231,824,116,29,584,1308,0.265,0.342,0.454,0.796,104,2505,117,81,48,42,33
WAS,2020,28.6,60,2218,1968,293,519,112,12,66,279,33,12,192,451,0.264,0.336,0.433,0.769,107,853,42,32,5,21,16
WAS,2021,28.5,162,6113,5385,724,1388,272,20,182,686,56,26,573,1303,0.258,0.337,0.417,0.754,107,2246,158,84,38,31,43
WAS,2022,28.8,162,5998,5434,603,1351,252,20,136,579,75,31,442,1221,0.249,0.31,0.377,0.688,99,2051,141,60,20,37,12
